Customer_ID,Customer_Name,Age,Gender,City,Customer_Segment,Registration_Date,Total_Orders,Total_Spending,Last_Purchase_Date,Total_Profit,Days_Since_Last_Purchase,Churn_Status
C1247,Pooja_248,52,Male,Kanpur,Premium,2025-03-03,10,34179.5,2025-12-22,9248.5,190,Yes
C1248,Sneha_249,42,Female,Agra,Regular,2023-11-05,11,82172.0,2026-06-09,23527.0,21,No
C1249,Aditya_250,24,Female,Kanpur,Occasional,2024-11-23,17,94386.0,2026-06-11,22154.0,19,No
C1250,Rohan_251,32,Male,Jaipur,Premium,2023-07-25,8,38134.0,2026-03-12,6910.0,110,No
C1251,Vivaan_252,53,Female,Jaipur,Premium,2025-04-10,14,97933.0,2026-06-04,20048.0,26,No
C1252,Pooja_253,25,Male,Agra,Regular,2024-12-17,10,64693.5,2026-05-05,14552.5,56,No
C1253,Aarav_254,48,Female,Kanpur,Premium,2023-01-11,5,20268.0,2024-06-02,4060.0,758,Yes
C1254,Neha_255,58,Male,Prayagraj,Premium,2023-08-02,10,53396.5,2026-06-18,11240.5,12,No
C1255,Simran_256,29,Female,Lucknow,Regular,2024-11-02,10,55266.0,2026-06-14,13808.0,16,No
C1256,Vivaan_257,27,Female,Lucknow,Regular,2023-08-30,8,35959.5,2026-06-01,8942.5,29,No
C1257,Ishita_258,50,Female,Lucknow,Regular,2024-08-11,7,53745.0,2026-05-28,9228.0,33,No
C1258,Karan_259,55,Female,Kanpur,Premium,2024-11-16,10,80815.5,2026-02-14,15924.5,136,Yes
C1259,Aditya_260,59,Male,Kanpur,Occasional,2023-11-01,5,37194.5,2026-01-17,6674.5,164,Yes
C1260,Neha_261,26,Female,Prayagraj,Premium,2023-12-25,12,93051.0,2026-06-05,22578.0,25,No
C1261,Simran_262,29,Female,Kanpur,Premium,2024-11-20,10,57093.5,2026-06-13,11623.5,17,No
C1262,Aditya_263,28,Female,Varanasi,Occasional,2024-01-25,4,21249.0,2025-06-10,5513.0,385,Yes
C1263,Aditi_264,59,Male,Gurugram,Regular,2023-01-12,13,108279.5,2025-11-15,27523.5,227,Yes
C1264,Yash_265,36,Female,Gurugram,Premium,2023-12-22,12,99261.0,2026-06-08,18391.0,22,No
C1265,Neha_266,23,Female,Kanpur,Regular,2024-10-23,16,128381.0,2026-05-07,21234.0,54,No
C1266,Karan_267,45,Male,Delhi,Regular,2023-02-04,15,124293.5,2026-04-04,31963.5,87,No
C1267,Simran_268,24,Male,Lucknow,Premium,2024-12-25,9,65603.5,2026-01-28,14100.5,153,Yes
C1268,Pooja_269,21,Female,Noida,Occasional,2024-01-17,13,105076.5,2026-06-23,24307.5,7,No
C1269,Arjun_270,49,Female,Lucknow,Premium,2023-09-07,10,69836.0,2026-03-15,15270.0,107,No
C1270,Yash_271,32,Female,Kanpur,Premium,2025-02-12,10,46334.0,2026-06-21,11421.0,9,No
C1271,Karan_272,29,Male,Delhi,Premium,2024-06-13,7,34204.0,2026-01-09,5522.0,172,Yes
C1272,Kavya_273,52,Female,Lucknow,Occasional,2023-04-10,15,97451.0,2026-06-21,18980.0,9,No
C1273,Karan_274,54,Female,Kanpur,Regular,2024-07-06,9,56833.5,2026-04-02,11766.5,89,No
C1274,Nisha_275,56,Male,Agra,Regular,2023-05-10,9,83412.5,2026-04-30,17807.5,61,No
C1275,Aarav_276,45,Male,Gurugram,Regular,2023-08-17,10,62193.0,2026-04-19,11980.0,72,No
C1276,Rahul_277,29,Male,Agra,Regular,2023-10-28,11,82224.0,2026-05-13,19612.0,48,No
C1277,Kavya_278,20,Male,Mumbai,Regular,2024-08-14,7,34963.0,2026-05-26,8824.0,35,No
C1278,Aarav_279,18,Male,Gurugram,Premium,2025-02-14,5,92832.5,2026-03-17,29920.5,105,No
C1279,Riya_280,37,Male,Gurugram,Premium,2023-04-17,11,45271.5,2026-06-17,9786.5,13,No
C1280,Simran_281,45,Female,Noida,Regular,2024-09-11,5,47612.0,2025-06-25,12271.0,370,Yes
C1281,Aarav_282,31,Male,Kanpur,Regular,2024-05-25,11,50750.0,2026-01-15,13472.0,166,Yes
C1282,Aarav_283,52,Male,Varanasi,Regular,2025-01-26,11,74162.5,2026-05-29,14164.5,32,No
C1283,Rahul_284,31,Female,Lucknow,Occasional,2023-10-03,7,45085.5,2026-05-18,11125.5,43,No
C1284,Karan_285,42,Female,Kanpur,Premium,2023-07-04,9,42489.0,2026-02-11,10346.0,139,Yes
C1285,Aditi_286,40,Female,Kanpur,Regular,2023-05-31,11,97195.0,2026-05-26,25350.0,35,No
C1286,Aarav_287,33,Female,Jaipur,Regular,2024-01-10,12,41191.5,2026-06-13,8407.5,17,No
C1287,Karan_288,25,Male,Varanasi,Occasional,2023-12-24,9,87713.5,2026-02-23,21135.5,127,Yes
C1288,Pooja_289,18,Female,Kanpur,Regular,2023-08-06,3,21102.0,2025-10-12,4156.0,261,Yes
C1289,Rohan_290,34,Female,Kanpur,Premium,2023-10-30,6,31729.0,2026-06-08,6479.0,22,No
C1290,Meera_291,42,Female,Agra,Premium,2025-03-11,6,33955.0,2026-03-25,7987.0,97,No
C1291,Ananya_292,22,Female,Noida,Regular,2023-08-08,21,153582.0,2026-06-20,34969.0,10,No
C1292,Aditi_293,50,Male,Gurugram,Occasional,2024-11-18,9,35735.0,2026-04-05,8161.0,86,No
C1293,Arjun_294,28,Female,Gurugram,Occasional,2024-01-16,11,69745.0,2026-04-09,17888.0,82,No
C1294,Yash_295,36,Female,Prayagraj,Occasional,2024-08-16,6,25442.5,2026-05-06,4915.5,55,No
C1295,Karan_296,41,Male,Lucknow,Regular,2024-03-30,11,48634.0,2026-06-21,12084.0,9,No
C1296,Aarav_297,29,Female,Lucknow,Premium,2023-05-23,16,91697.5,2026-05-28,22589.5,33,No
C1297,Aditya_298,49,Male,Lucknow,Regular,2023-04-12,10,84607.5,2026-05-30,17428.5,31,No
C1298,Priya_299,31,Female,Agra,Regular,2025-02-15,7,45613.0,2026-02-09,9323.0,141,Yes
C1299,Rohan_300,23,Female,Kanpur,Regular,2023-08-09,12,85002.5,2026-06-13,20663.5,17,No
C1300,Rahul_301,51,Female,Noida,Regular,2023-10-27,16,96567.0,2026-05-10,23255.0,51,No
C1301,Aditi_302,23,Female,Varanasi,Occasional,2023-12-30,5,24761.5,2026-05-18,6075.5,43,No
C1302,Karan_303,40,Male,Noida,Premium,2023-12-02,9,26007.0,2026-06-21,5608.0,9,No
C1303,Aditi_304,53,Female,Gurugram,Regular,2025-02-21,8,56046.5,2025-09-12,12139.5,291,Yes
C1304,Karan_305,36,Male,Prayagraj,Regular,2024-01-08,6,23906.0,2026-06-12,5292.0,18,No
C1305,Vivaan_306,25,Male,Delhi,Premium,2024-02-24,3,12947.5,2026-02-21,3442.5,129,Yes
C1306,Ishita_307,30,Male,Lucknow,Regular,2023-12-11,11,78055.5,2026-05-16,19317.5,45,No
C1307,Nisha_308,56,Female,Mumbai,Regular,2024-08-05,14,63168.5,2026-04-12,13428.5,79,No
C1308,Ishita_309,59,Female,Mumbai,Regular,2023-03-25,13,81369.5,2026-06-13,17413.5,17,No
C1309,Aditi_310,18,Male,Prayagraj,Premium,2024-11-15,11,66194.5,2026-04-23,12607.5,68,No
C1310,Neha_311,39,Female,Varanasi,Premium,2024-12-26,8,37382.5,2026-06-14,8313.5,16,No
C1311,Meera_312,41,Male,Mumbai,Occasional,2024-09-28,6,24707.0,2026-04-06,6443.0,85,No
C1312,Yash_313,43,Male,Lucknow,Regular,2024-08-02,11,104715.5,2026-03-23,25808.5,99,No
C1313,Kavya_314,56,Female,Jaipur,Occasional,2023-05-26,6,55659.0,2025-11-27,12923.0,215,Yes
C1314,Aarav_315,22,Male,Lucknow,Occasional,2024-04-27,7,49153.0,2026-06-15,13308.0,15,No
C1315,Aditya_316,38,Male,Varanasi,Regular,2024-03-07,9,64007.0,2026-04-08,17533.0,83,No
C1316,Vivaan_317,49,Female,Varanasi,Premium,2024-08-12,10,84805.0,2025-09-19,20101.0,284,Yes
C1317,Ishita_318,24,Female,Delhi,Regular,2025-04-14,9,74732.5,2026-04-28,16030.5,63,No
C1318,Arjun_319,28,Female,Gurugram,Occasional,2024-11-30,8,45245.5,2026-01-19,4313.5,162,Yes
C1319,Arjun_320,55,Female,Mumbai,Occasional,2023-06-16,4,19197.5,2026-04-23,4651.5,68,No
C1320,Ananya_321,54,Female,Agra,Regular,2023-03-14,8,27665.5,2026-05-19,6224.5,42,No
C1321,Riya_322,56,Male,Gurugram,Occasional,2024-07-14,18,101583.0,2026-03-26,24462.0,96,No
C1322,Rohan_323,25,Female,Noida,Premium,2024-07-15,7,24075.5,2026-04-14,4977.5,77,No
C1323,Vivaan_324,20,Male,Mumbai,Occasional,2023-05-10,8,37314.0,2025-10-10,8687.0,263,Yes
C1324,Priya_325,34,Female,Prayagraj,Regular,2024-04-15,8,62587.5,2026-06-27,13244.5,3,No
C1325,Meera_326,53,Female,Prayagraj,Premium,2024-04-21,12,76122.0,2026-02-18,20855.0,132,Yes
C1326,Rohan_327,47,Male,Mumbai,Regular,2023-01-12,6,44800.0,2026-05-18,10255.0,43,No
C1327,Yash_328,37,Male,Agra,Regular,2024-06-25,6,33946.0,2026-01-19,6496.0,162,Yes
C1328,Simran_329,22,Female,Agra,Regular,2023-09-05,6,27882.0,2025-02-18,7182.0,497,Yes
C1329,Meera_330,39,Male,Prayagraj,Occasional,2025-01-12,8,57039.5,2026-01-23,12427.5,158,Yes
C1330,Pooja_331,51,Male,Prayagraj,Regular,2025-03-14,18,135074.0,2026-06-23,31526.0,7,No
C1331,Rahul_332,58,Male,Kanpur,Premium,2025-01-30,14,77295.5,2026-04-11,13503.5,80,No
C1332,Aditya_333,40,Female,Delhi,Regular,2024-04-10,6,33595.5,2025-12-01,8403.5,211,Yes
C1333,Kavya_334,60,Female,Prayagraj,Occasional,2023-11-12,12,91281.0,2026-01-07,24563.0,174,Yes
C1334,Kavya_335,59,Female,Lucknow,Regular,2024-03-04,10,61245.0,2026-05-12,13566.0,49,No
C1335,Aditya_336,20,Female,Prayagraj,Regular,2024-06-09,13,76880.5,2026-03-17,14597.5,105,No
C1336,Pooja_337,44,Female,Kanpur,Occasional,2024-04-10,9,51161.5,2026-06-11,12813.5,19,No
C1337,Arjun_338,42,Female,Mumbai,Occasional,2023-09-10,10,79570.5,2026-06-19,18504.5,11,No
C1338,Aditya_339,33,Female,Lucknow,Regular,2024-01-16,13,83134.5,2026-06-16,21177.5,14,No
C1339,Vivaan_340,23,Male,Gurugram,Regular,2023-04-27,6,29370.0,2026-05-22,3569.0,39,No
C1340,Aditi_341,42,Male,Jaipur,Regular,2023-06-22,11,125881.5,2026-02-18,34541.5,132,Yes
C1341,Rahul_342,35,Male,Jaipur,Premium,2024-03-22,15,105520.5,2026-06-13,21162.5,17,No
C1342,Kavya_343,40,Male,Kanpur,Occasional,2024-05-31,9,46872.0,2026-05-19,7425.0,42,No
C1343,Karan_344,19,Male,Gurugram,Regular,2024-11-20,19,152324.5,2026-04-09,30246.5,82,No
C1344,Sneha_345,40,Male,Gurugram,Regular,2023-04-09,6,42397.0,2025-07-12,6431.0,353,Yes
C1345,Arjun_346,24,Female,Delhi,Premium,2025-02-02,8,36974.5,2025-08-31,8457.5,303,Yes
C1346,Simran_347,57,Female,Varanasi,Regular,2023-12-25,11,75630.5,2026-06-28,14925.5,2,No
C1347,Aditya_348,55,Male,Jaipur,Occasional,2023-03-04,9,44882.0,2026-03-17,10447.0,105,No
C1348,Riya_349,44,Male,Varanasi,Regular,2024-06-09,9,56498.0,2026-03-14,11269.0,108,No
C1349,Karan_350,19,Male,Varanasi,Regular,2024-02-09,9,68001.0,2026-04-30,14356.0,61,No
C1350,Aditi_351,27,Female,Noida,Premium,2024-02-27,11,87792.5,2025-11-13,20326.5,229,Yes
C1351,Riya_352,43,Male,Noida,Regular,2023-08-01,11,78859.0,2026-06-04,18196.0,26,No
C1352,Simran_353,34,Male,Jaipur,Premium,2024-11-30,9,46772.5,2026-06-27,9552.5,3,No
C1353,Pooja_354,43,Male,Varanasi,Regular,2024-06-29,11,74536.0,2026-04-21,17409.0,70,No
C1354,Kavya_355,52,Male,Agra,Occasional,2024-03-11,12,88971.5,2026-06-24,17801.5,6,No
C1355,Neha_356,59,Female,Noida,Regular,2023-04-15,15,112969.5,2026-04-27,23455.5,64,No
C1356,Kavya_357,18,Female,Gurugram,Regular,2024-07-13,7,50993.5,2026-03-28,8566.5,94,No
C1357,Priya_358,57,Male,Kanpur,Regular,2024-12-15,15,123963.0,2026-05-13,24672.0,48,No
C1358,Rohan_359,25,Male,Prayagraj,Regular,2023-06-22,9,73389.0,2025-10-23,22389.0,250,Yes
C1359,Rahul_360,40,Female,Lucknow,Regular,2025-04-24,6,33533.0,2026-06-25,9032.0,5,No
C1360,Priya_361,41,Male,Lucknow,Occasional,2023-01-17,4,20518.5,2025-11-07,4231.5,235,Yes
C1361,Yash_362,48,Male,Mumbai,Occasional,2024-10-12,16,112753.5,2026-06-17,24711.5,13,No
C1362,Priya_363,45,Male,Varanasi,Regular,2024-03-17,9,44913.0,2026-01-23,7079.0,158,Yes
C1363,Priya_364,55,Male,Mumbai,Occasional,2024-01-03,7,72074.5,2026-05-07,15270.5,54,No
C1364,Nisha_365,42,Female,Agra,Regular,2024-04-07,6,28646.0,2026-01-29,7074.0,152,Yes
C1365,Pooja_366,21,Female,Jaipur,Occasional,2023-06-18,8,68936.0,2026-03-16,16128.0,106,No
C1366,Aditi_367,38,Male,Mumbai,Regular,2024-05-02,11,56789.5,2026-04-29,9350.5,62,No
C1367,Vivaan_368,49,Female,Noida,Premium,2023-10-15,13,69414.5,2026-04-10,13269.5,81,No
C1368,Priya_369,32,Male,Mumbai,Regular,2024-02-06,6,34075.0,2026-03-05,8857.0,117,No
C1369,Rohan_370,42,Male,Mumbai,Occasional,2024-02-18,8,48019.5,2026-03-26,11038.5,96,No
C1370,Ishita_371,38,Male,Delhi,Regular,2024-06-27,14,96559.0,2026-05-03,22251.0,58,No
C1371,Priya_372,29,Female,Lucknow,Premium,2024-06-13,7,24791.5,2026-05-16,5583.5,45,No
C1372,Rahul_373,24,Male,Agra,Regular,2025-01-05,13,80383.0,2026-03-28,18476.0,94,No
C1373,Karan_374,39,Female,Gurugram,Regular,2025-02-19,12,84648.0,2026-01-18,19267.0,163,Yes
C1374,Rohan_375,44,Female,Jaipur,Regular,2024-04-07,10,55011.0,2026-06-29,11023.0,1,No
C1375,Yash_376,60,Female,Prayagraj,Regular,2023-12-19,11,101557.0,2026-06-28,27357.0,2,No
C1376,Riya_377,46,Male,Varanasi,Premium,2023-04-18,17,110984.5,2025-06-29,21669.5,366,Yes
C1377,Riya_378,59,Female,Agra,Regular,2024-08-06,6,20485.0,2026-05-30,5764.0,31,No
C1378,Kavya_379,18,Male,Delhi,Regular,2024-04-27,7,33313.0,2025-11-12,5509.0,230,Yes
C1379,Ishita_380,60,Male,Kanpur,Premium,2024-02-09,10,81700.5,2025-10-20,22400.5,253,Yes
C1380,Kavya_381,58,Male,Kanpur,Premium,2024-01-28,11,59581.0,2026-05-16,11601.0,45,No
C1381,Simran_382,29,Female,Mumbai,Premium,2023-01-14,10,54596.5,2026-02-23,13127.5,127,Yes
C1382,Arjun_383,48,Male,Delhi,Regular,2025-04-03,7,35776.0,2026-04-27,8682.0,64,No
C1383,Ananya_384,37,Female,Jaipur,Regular,2023-08-15,4,16424.0,2025-09-23,4310.0,280,Yes
C1384,Arjun_385,57,Male,Noida,Premium,2023-07-21,8,31593.0,2025-12-23,6969.0,189,Yes
C1385,Sneha_386,37,Male,Gurugram,Regular,2024-08-05,12,81577.5,2026-03-04,17400.5,118,No
C1386,Arjun_387,41,Male,Delhi,Premium,2024-11-28,16,124257.5,2026-03-23,31812.5,99,No
C1387,Yash_388,41,Female,Agra,Premium,2024-08-16,12,74088.0,2026-05-28,17205.0,33,No
C1388,Ananya_389,36,Male,Lucknow,Premium,2023-04-19,11,68993.0,2026-02-21,12823.0,129,Yes
C1389,Arjun_390,48,Female,Noida,Regular,2023-01-19,10,52306.5,2026-03-05,11512.5,117,No
C1390,Karan_391,50,Male,Varanasi,Regular,2024-09-19,10,58748.0,2026-05-08,14989.0,53,No
C1391,Karan_392,50,Male,Gurugram,Regular,2023-09-17,7,77694.0,2026-03-05,15498.0,117,No
C1392,Riya_393,31,Female,Prayagraj,Occasional,2023-05-17,10,38393.0,2026-06-09,8938.0,21,No
C1393,Aditi_394,27,Male,Gurugram,Regular,2024-09-10,12,118596.5,2026-06-09,26134.5,21,No
C1394,Kavya_395,34,Female,Prayagraj,Occasional,2024-07-16,11,110234.0,2025-11-04,26138.0,238,Yes
C1395,Simran_396,43,Female,Delhi,Regular,2023-12-15,9,50215.0,2026-06-23,11304.0,7,No
C1396,Arjun_397,38,Male,Lucknow,Premium,2023-09-18,10,34144.0,2026-06-12,5395.0,18,No
C1397,Arjun_398,56,Male,Varanasi,Occasional,2024-10-02,7,53840.0,2026-06-28,14575.0,2,No
C1398,Simran_399,58,Male,Prayagraj,Regular,2025-04-07,13,76200.0,2026-06-23,16043.0,7,No
C1399,Ishita_400,42,Female,Agra,Regular,2024-02-12,10,57578.0,2025-10-24,13636.0,249,Yes
C1400,Kavya_401,45,Female,Delhi,Regular,2025-04-27,13,81461.5,2026-06-16,19538.5,14,No
C1401,Rahul_402,30,Male,Gurugram,Regular,2025-04-20,11,71594.0,2026-06-08,17165.0,22,No
C1402,Pooja_403,35,Female,Jaipur,Regular,2024-03-16,10,77137.5,2026-05-12,22594.5,49,No
C1403,Rahul_404,44,Male,Lucknow,Regular,2024-09-30,10,51763.5,2026-03-11,11404.5,111,No
C1404,Rohan_405,41,Female,Jaipur,Regular,2023-07-18,6,44555.0,2025-10-30,8906.0,243,Yes
C1405,Riya_406,31,Female,Agra,Occasional,2023-11-10,8,67741.5,2026-06-17,14023.5,13,No
C1406,Rohan_407,40,Male,Delhi,Regular,2023-11-01,14,78235.5,2026-06-10,18073.5,20,No
C1407,Kavya_408,58,Male,Gurugram,Regular,2024-09-20,9,74764.0,2026-04-25,17485.0,66,No
C1408,Vivaan_409,24,Female,Gurugram,Regular,2023-10-16,13,71893.0,2026-05-25,16992.0,36,No
C1409,Vivaan_410,60,Male,Mumbai,Regular,2024-08-20,8,43789.5,2026-06-03,7391.5,27,No
C1410,Vivaan_411,23,Female,Prayagraj,Regular,2025-04-21,8,57670.5,2026-05-10,12386.5,51,No
C1411,Ishita_412,19,Male,Prayagraj,Regular,2023-05-24,8,56907.5,2026-02-21,8887.5,129,Yes
C1412,Kavya_413,29,Male,Prayagraj,Occasional,2023-10-21,15,89712.5,2026-06-22,19976.5,8,No
C1413,Arjun_414,49,Male,Delhi,Regular,2024-06-15,12,48957.0,2026-04-02,10735.0,89,No
C1414,Simran_415,39,Male,Jaipur,Occasional,2025-01-13,8,66070.0,2026-04-27,19261.0,64,No
C1415,Vivaan_416,57,Female,Gurugram,Premium,2023-01-26,10,40111.5,2026-05-21,9579.5,40,No
C1416,Aditya_417,20,Female,Gurugram,Regular,2023-04-07,8,43821.0,2026-05-18,10011.0,43,No
C1417,Rahul_418,56,Female,Prayagraj,Regular,2024-08-23,6,24585.0,2026-05-01,5661.0,60,No
C1418,Priya_419,22,Female,Delhi,Regular,2024-05-18,13,76932.0,2026-06-16,22511.0,14,No
C1419,Neha_420,45,Female,Agra,Premium,2024-04-29,8,73895.0,2026-01-27,15847.0,154,Yes
C1420,Vivaan_421,35,Male,Agra,Premium,2024-04-12,12,80152.5,2026-03-27,17527.5,95,No
C1421,Rahul_422,33,Female,Varanasi,Occasional,2023-09-16,13,64928.0,2026-03-07,12968.0,115,No
C1422,Priya_423,55,Male,Agra,Regular,2023-05-09,13,77666.5,2026-04-16,19443.5,75,No
C1423,Ananya_424,49,Female,Noida,Regular,2024-09-10,13,76828.0,2026-05-12,21561.0,49,No
C1424,Meera_425,36,Female,Prayagraj,Premium,2024-06-07,10,70730.0,2026-06-15,16645.0,15,No
C1425,Ananya_426,38,Female,Lucknow,Regular,2023-06-11,10,51498.0,2026-05-30,11725.0,31,No
C1426,Aditya_427,48,Female,Mumbai,Regular,2024-10-01,8,71105.0,2026-04-09,20244.0,82,No
C1427,Riya_428,21,Female,Lucknow,Regular,2024-10-27,11,44817.5,2026-06-29,9821.5,1,No
C1428,Ananya_429,45,Female,Delhi,Occasional,2024-01-07,14,83645.5,2026-06-26,16046.5,4,No
C1429,Vivaan_430,28,Female,Delhi,Regular,2023-12-30,8,61488.0,2026-01-29,14589.0,152,Yes
C1430,Aarav_431,20,Female,Prayagraj,Regular,2025-03-08,6,39020.5,2025-08-28,9200.5,306,Yes
C1431,Pooja_432,52,Male,Noida,Premium,2023-02-10,8,38782.0,2026-01-15,9365.0,166,Yes
C1432,Nisha_433,28,Female,Mumbai,Premium,2023-06-25,11,79126.0,2026-03-16,20962.0,106,No
C1433,Meera_434,28,Female,Noida,Regular,2023-10-16,14,113051.0,2026-03-27,24441.0,95,No
C1434,Ishita_435,19,Male,Kanpur,Regular,2023-09-05,8,64705.5,2026-06-23,16219.5,7,No
C1435,Aditya_436,26,Female,Prayagraj,Occasional,2023-01-01,8,41645.5,2026-04-02,11276.5,89,No
C1436,Aditya_437,42,Male,Jaipur,Regular,2023-05-23,12,78873.5,2026-04-28,23775.5,63,No
C1437,Aditya_438,31,Female,Gurugram,Occasional,2024-02-05,16,102692.5,2026-06-11,24245.5,19,No
C1438,Vivaan_439,50,Female,Kanpur,Premium,2023-08-07,13,42468.0,2026-05-21,7159.0,40,No
C1439,Aditya_440,55,Male,Agra,Regular,2024-05-15,8,81107.5,2026-04-08,16355.5,83,No
C1440,Priya_441,47,Female,Delhi,Regular,2024-05-21,8,49070.0,2026-06-19,15950.0,11,No
C1441,Yash_442,31,Female,Agra,Regular,2024-12-27,11,97122.5,2026-01-13,24291.5,168,Yes
C1442,Aditi_443,20,Female,Delhi,Occasional,2024-12-13,14,157658.5,2026-06-08,41652.5,22,No
C1443,Yash_444,31,Female,Varanasi,Premium,2025-02-01,9,42155.5,2026-06-14,5874.5,16,No
C1444,Priya_445,31,Male,Jaipur,Regular,2024-03-12,10,42029.0,2026-06-21,10780.0,9,No
C1445,Sneha_446,47,Male,Lucknow,Regular,2024-11-03,7,41827.5,2026-05-31,8254.5,30,No
C1446,Arjun_447,52,Male,Noida,Premium,2023-11-30,20,125717.0,2026-03-22,24352.0,100,No
C1447,Neha_448,45,Female,Jaipur,Premium,2024-09-28,9,70541.5,2025-09-07,21479.5,296,Yes
C1448,Aditya_449,33,Male,Agra,Regular,2024-03-07,9,42190.5,2026-06-10,9985.5,20,No
C1449,Riya_450,38,Female,Kanpur,Regular,2023-11-21,4,34285.0,2026-03-12,7584.0,110,No
C1450,Arjun_451,50,Female,Delhi,Occasional,2023-07-20,6,59907.5,2025-09-05,14736.5,298,Yes
C1451,Aditi_452,34,Male,Delhi,Premium,2024-04-24,7,39410.0,2026-04-15,8290.0,76,No
C1452,Karan_453,57,Male,Varanasi,Regular,2024-08-10,4,33559.0,2025-02-18,7999.0,497,Yes
C1453,Yash_454,36,Female,Gurugram,Regular,2024-08-27,4,44301.0,2026-02-06,8884.0,144,Yes
C1454,Ishita_455,37,Female,Prayagraj,Regular,2023-06-28,8,41258.0,2026-06-24,11407.0,6,No
C1455,Vivaan_456,39,Female,Jaipur,Premium,2024-08-01,10,76282.0,2026-03-09,17895.0,113,No
C1456,Ananya_457,51,Male,Agra,Regular,2023-12-27,7,50789.0,2026-06-21,15122.0,9,No
C1457,Priya_458,39,Male,Prayagraj,Regular,2024-07-26,7,55531.0,2026-02-20,11454.0,130,Yes
C1458,Aditya_459,59,Female,Delhi,Regular,2023-04-03,9,80669.0,2025-11-27,17535.0,215,Yes
C1459,Nisha_460,31,Female,Agra,Regular,2025-01-18,10,61506.5,2025-12-25,18439.5,187,Yes
C1460,Nisha_461,25,Male,Prayagraj,Regular,2024-08-24,10,88418.5,2026-05-14,24342.5,47,No
C1461,Riya_462,60,Male,Mumbai,Regular,2023-08-21,12,62277.0,2026-06-24,12155.0,6,No
C1462,Ishita_463,58,Female,Lucknow,Regular,2025-02-27,18,141557.5,2026-06-25,39274.5,5,No
C1463,Yash_464,58,Male,Varanasi,Premium,2024-12-04,12,77264.0,2025-12-31,20913.0,181,Yes
C1464,Aditi_465,57,Male,Lucknow,Occasional,2023-11-28,13,144514.5,2026-02-20,38675.5,130,Yes
C1465,Sneha_466,43,Female,Lucknow,Premium,2023-09-07,12,50896.5,2026-05-25,11881.5,36,No
C1466,Simran_467,47,Male,Varanasi,Regular,2024-12-27,10,60647.0,2026-06-23,18839.0,7,No
C1467,Pooja_468,35,Male,Kanpur,Regular,2024-11-03,11,60009.0,2026-02-05,12400.0,145,Yes
C1468,Rohan_469,36,Female,Noida,Occasional,2023-03-25,14,64004.0,2025-12-22,14030.0,190,Yes
C1469,Neha_470,32,Female,Mumbai,Premium,2025-02-08,8,65906.5,2026-03-17,11512.5,105,No
C1470,Yash_471,19,Female,Mumbai,Regular,2023-09-23,9,59454.0,2026-03-10,17299.0,112,No
C1471,Ananya_472,26,Female,Prayagraj,Regular,2024-06-23,13,72873.0,2026-05-25,14743.0,36,No
C1472,Priya_473,19,Female,Noida,Regular,2024-01-22,8,66646.0,2026-02-10,16865.0,140,Yes
C1473,Aarav_474,34,Female,Kanpur,Regular,2023-09-25,9,77158.0,2026-04-27,21514.0,64,No
C1474,Ananya_475,32,Male,Varanasi,Occasional,2023-08-01,10,77718.5,2026-03-09,15971.5,113,No
C1475,Neha_476,60,Male,Noida,Regular,2024-09-02,9,91121.5,2026-06-13,22089.5,17,No
C1476,Aditya_477,55,Female,Noida,Regular,2023-07-07,10,66291.0,2025-11-15,14267.0,227,Yes
C1477,Priya_478,45,Female,Delhi,Regular,2023-02-10,13,115924.5,2026-05-13,31730.5,48,No
C1478,Riya_479,53,Male,Mumbai,Regular,2024-11-09,7,52985.0,2026-06-05,13386.0,25,No
C1479,Simran_480,21,Male,Varanasi,Regular,2025-04-12,19,93086.5,2026-06-10,25597.5,20,No
C1480,Rahul_481,46,Male,Delhi,Regular,2024-02-23,9,56125.0,2026-01-20,12245.0,161,Yes
C1481,Simran_482,55,Female,Lucknow,Regular,2024-01-27,9,65301.5,2026-06-17,17240.5,13,No
C1482,Aditi_483,29,Female,Agra,Premium,2023-01-31,10,74458.5,2026-04-07,20392.5,84,No
C1483,Rahul_484,22,Male,Kanpur,Regular,2023-12-10,5,30672.0,2026-03-26,6899.0,96,No
C1484,Kavya_485,43,Male,Jaipur,Regular,2023-12-29,6,43210.0,2025-12-14,7338.0,198,Yes
C1485,Riya_486,23,Female,Delhi,Regular,2023-09-02,5,20074.0,2026-01-26,4368.0,155,Yes
C1486,Arjun_487,54,Female,Mumbai,Occasional,2023-02-04,9,43834.0,2026-05-01,12132.0,60,No
C1487,Simran_488,26,Female,Kanpur,Premium,2023-03-18,10,71133.5,2026-03-23,15120.5,99,No
C1488,Neha_489,49,Male,Lucknow,Occasional,2023-03-09,14,80193.5,2025-12-20,17303.5,192,Yes
C1489,Yash_490,30,Female,Lucknow,Occasional,2025-03-31,9,94424.0,2026-02-16,27536.0,134,Yes
C1490,Nisha_491,59,Female,Delhi,Regular,2023-04-19,12,56049.0,2026-03-22,12609.0,100,No
C1491,Aarav_492,38,Female,Noida,Regular,2023-12-25,20,153978.5,2026-05-19,38790.5,42,No
C1492,Nisha_493,52,Male,Agra,Regular,2023-05-19,10,39790.5,2026-05-08,8884.5,53,No
C1493,Yash_494,35,Female,Delhi,Occasional,2025-01-30,6,29763.0,2026-02-01,4596.0,149,Yes
C1494,Riya_495,56,Male,Noida,Occasional,2023-10-11,11,54953.5,2026-05-10,7898.5,51,No
